Timestamp	operation-automated	config-track-changes	config-decide-changes	config-automated-changes	config-gen-deploy	prod-changes-minor	prod-changes-major	troubleshoot	software-upgrade	software-validation	anomaly-detection	env-nbr-devices	env-vendors	env-type	env-language-python	env-language-golang	env-language-javascript	env-language-ruby	env-language-c-cpp	env-language-shell	env-language-other	env-virtual-network	env-server-automation	env-location	trend-topics-iac	trend-topics-event-driven	trend-topics-chatops	trend-topics-ci-cd	trend-topics-devops	trend-topics-telemetry-streaming	trend-topics-ibns	trend-tools-ansible	trend-tools-chef	trend-tools-puppet	trend-tools-saltstack	trend-tools-napalm	trend-tools-git	trend-tools-keyword-testing	trend-tools-ci	trend-tools-stackstorm	trend-tools-apstra	trend-tools-gluware	trend-tools-anuta-networks	feedback
11/1/16 8:33	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Software upgrade, Data Collection / Reporting"	"Version control, Rancid/Oxidized"	No	Yes	"Ansible, Tail-F"	More than 1 a day	1 to 5 per month	"Ansible, Custom scripts (python ..), We haven't automated the troubleshooting"	Ansible	We haven't automated software qualification	"Syslog, We haven't automated the detection of anomaly"	1001+	"Cisco IOS, Cisco NX-OS, Cisco ASA, Radware, Alteon"	"Datacenter, Campus/User Access, WAN"	A lot						A little	"Vagrant, VMWare, OpenStack, Vendor provided solution"	"Ansible, Puppet, Vendor Specific"	North America	Already in production	Currently evaluating it	Currently evaluating it	Already in production	Currently evaluating it	Currently evaluating it	Currently evaluating it	Already in production	No interest	Thinking about it	Thinking about it	Currently Evaluating it	Already in production	I don't know	Currently Evaluating it	I don't know	I don't know	I don't know	I don't know	"I am working to replace cli driven automation to RESTCONF/NETCONF underlying implementation, but it doesn't seem there is a lot of community activity yet and vendors don't have complete support for models yet.    Infra as code as vastly improved ability to abstract config and expose network state and changes to teams outside network SME's.  Ansible and Napalm have presented great opportunities for simplification.  I hope things continue."
11/1/16 8:55	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment"	Version control	Partially	No	"Ansible, NAPALM, Controller"	More than 1 a day	1 to 5 per week	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Cisco IOS, Cisco NX-OS, Cumulus Networks, Dell, Juniper"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A little					A little		"Vagrant, VMWare, UNetLab"	"Ansible, Puppet, SaltStack"	Europe	Already in production	Currently evaluating it	Currently evaluating it	Already in production	Already in production	Currently evaluating it	Thinking about it	Already in production			Already in production	Already in production	Already in production			Currently Evaluating it				
11/1/16 8:58	"Configuration archiving, Software upgrade, Anomaly detection, Data Collection / Reporting, Compliance Checks"	"Version control, Rancid/Oxidized"	Partially	Yes	"SaltStack, Custom scripts (python ..)"	More than 1 a day	1 to 5 per week	Custom scripts (python ..)	Custom scripts (python ..)	Custom scripts	Custom scripts	51-250	"Cisco IOS, Cisco NX-OS, Dell, Juniper, HPE"	"Datacenter, Campus/User Access, Internet Peering, WAN"						A lot		"Vagrant, VMWare, Docker or Containers"	SaltStack	North America	No interest	Thinking about it	Thinking about it	Currently evaluating it	Already in production	Already in production	Already in production	Thinking about it	No interest	No interest	Already in production	No interest	Already in production	No interest	Already in production	No interest	No interest	No interest	No interest	
11/1/16 8:58	"Configuration generation, Configuration deployment, Troubleshooting, Data Collection / Reporting"	Version control	Partially	Yes	Ansible	More than 1 a day	Less than 1 per month	"Ansible, NAPALM"	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	51-250	"Brocade, Cisco IOS, Dell, Juniper"	"Datacenter, Internet Peering, WAN"	A lot	None	A little		A little	A little	A little	"VMWare, GNS3, UNetLab, Homemade solution, Vendor provided solution"	Ansible	Pacific	Thinking about it	Currently evaluating it	Currently evaluating it	No interest	Currently evaluating it	Thinking about it	I don't know	Already in production			Currently Evaluating it	Already in production								
11/1/16 10:21	"Configuration generation, Configuration deployment"	"Version control, Rancid/Oxidized"	No	Yes	"Ansible, Custom scripts (python ..), Network vendor specific tools, PacketFront, Third Party Software"	1 to 5 per week	Less than 1 per month	"Custom scripts (python ..), Vendor specific tools"	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	0-50	Juniper	"Internet Peering, SP Backbone"	A lot	None	None	None	None	A little	A little	"Vagrant, We are not using virtual network devices for training or qualification"	Ansible	North America	Currently evaluating it	Currently evaluating it	Already in production	Thinking about it	Thinking about it	Thinking about it	No interest	Already in production	No interest	No interest	No interest	Thinking about it	Already in production	Thinking about it	Thinking about it	Thinking about it	No interest	No interest	No interest	
11/1/16 10:22	"Configuration generation, Configuration archiving, Troubleshooting, Data Collection / Reporting"	We are not keeping track of that	No	Yes	"Ansible, Custom scripts (python ..)"	1 to 5 per week	1 to 5 per week	"Custom scripts (python ..), NetBrain, Third Party Software"	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	251-1000	"Cisco IOS, Cisco NX-OS"	"Datacenter, Campus/User Access, WAN"	None	A little	None	None	None	A little	A lot	"VMWare, Docker or Containers"	"Ansible, Microsoft SCCM"	Europe	Thinking about it	Thinking about it	No interest	Currently evaluating it	Currently evaluating it	Thinking about it	I don't know	Already in production	No interest	No interest	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/1/16 10:26	"Configuration generation, Configuration deployment, Configuration archiving"	Version control	Partially	Yes	Chef	Not sure	Less than 1 per month					0-50	"Cisco IOS, Cisco NX-OS"	Datacenter	None	None	None	A little	None	None	None	"Vagrant, OpenStack, GNS3, Vendor provided solution"	Chef	North America	Currently evaluating it	Thinking about it	Thinking about it	Currently evaluating it	Currently evaluating it	No interest	No interest	Thinking about it	Currently Evaluating it	Thinking about it	No interest	No interest	Currently Evaluating it	No interest	Currently Evaluating it	No interest	No interest	No interest	No interest	
11/1/16 10:34	"Configuration generation, Configuration deployment, Configuration archiving"	"Version control, Rancid/Oxidized"	No	Yes	"Ansible, NAPALM, Custom scripts (python ..)"	More than 1 a day	1 to 5 per month					0-50	"Dell, Juniper"	"Datacenter, Internet Peering, WAN"	A lot	A little	None	None	None	A little	None	"Docker or Containers, GNS3, vrnetlab"	Puppet	North America	Already in production	Thinking about it	Already in production	Currently evaluating it	Already in production	Currently evaluating it	I don't know	Already in production	No interest	Already in production	No interest	Already in production	Already in production	No interest	Already in production	No interest	No interest	No interest	No interest	
11/1/16 10:39		Solarwind NCM	No	Yes		More than 1 a day	1 to 5 per month		"Network vendor specific tools, FortiManager"		Syslog	251-1000	"Citrix,Fortinet,VMWare"	Datacenter	A little	None	None	A little	None	A little	A little	VMWare	Ansible	"Europe,Asia,North America"	Currently evaluating it	Thinking about it	I don't know	Thinking about it	Thinking about it	Thinking about it	I don't know	Currently Evaluating it	I don't know	I don't know	I don't know	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	
11/1/16 10:52	"Configuration generation, Configuration archiving, Data Collection / Reporting"	"Version control, Rancid/Oxidized"	No	Yes	Custom scripts (python ..)	1 to 5 per month	Less than 1 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	0-50	"Cisco IOS, Cisco NX-OS"	"Datacenter, Campus/User Access, Internet Peering"	A little	None	None	None	None	A little	None	UNetLab	Vendor Specific	Europe	No interest	Thinking about it	I don't know	No interest	Thinking about it	Thinking about it	I don't know	Thinking about it	No interest	No interest	No interest	I don't know	Already in production	I don't know	No interest	I don't know	I don't know	I don't know	I don't know	
11/1/16 10:58	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Software upgrade, Pre/Post Change Checks, Data Collection / Reporting, Compliance Checks"	"Version control, Rancid/Oxidized"	Partially	Yes	"Ansible, NAPALM, Custom scripts (python ..)"	More than 1 a day	More than 1 a day	Custom scripts (python ..)	Custom scripts (python ..)	Custom scripts	Custom scripts	1001+	"Arista Networks, Cisco IOS, Cisco NX-OS, Cisco IOS XR"	"Datacenter, Internet Peering, WAN, SP Backbone"	A lot	None	A little	A little	None	A little	None	Vendor provided solution	Ansible	North America	Already in production	Thinking about it	No interest	Thinking about it	Already in production	Thinking about it	Already in production	Already in production	Thinking about it	Thinking about it	Currently Evaluating it	Already in production	Already in production	Already in production	Currently Evaluating it	Thinking about it	Currently Evaluating it	No interest	No interest	
11/1/16 11:16	"Software upgrade, Anomaly detection, Data Collection / Reporting"	FTP/SCP/TFTP	No	Yes	We haven't automated the generation or deployment of our configurations	Less than 1 per month	Less than 1 per month	"Vendor specific tools, Solarwind NCM"	"Network vendor specific tools, Microsoft SCCM"	We haven't automated software qualification	Solarwind NCM	1001+	"Cisco IOS, Cisco NX-OS, Dell"	"Datacenter, Campus/User Access, WAN"	None	None	None	None	None	None	None	VMWare	Microsoft SCCM	North America	No interest	No interest	No interest	No interest	No interest	Thinking about it	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	
11/1/16 11:31	"Configuration generation, Configuration archiving, Data Collection / Reporting"	Rancid/Oxidized	Partially	Yes	Custom scripts (python ..)	Less than 1 per month	Less than 1 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	"Syslog, We haven't automated the detection of anomaly"	1001+	"Cisco IOS, Cisco IOS XR"	"Internet Peering, WAN, SP Backbone"	None	None	None	None	None	A little	A little	"VMWare, Non-VMWare hypervisor, Vendor provided solution"	We don't have automation for server	Europe	I don't know	I don't know	No interest	Thinking about it	Thinking about it	Thinking about it	I don't know	Currently Evaluating it					Thinking about it		Thinking about it	I don't know	I don't know	I don't know	I don't know	
11/1/16 11:39	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration archiving, Data Collection / Reporting"	Version control	No	Yes	"Ansible, Custom scripts (python ..)"	1 to 5 per month	Less than 1 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	Zabbix	0-50	"Juniper, HPE, F5 Networks"	Datacenter	A little	None	None	None	None	A little	None	GNS3	Microsoft SCCM	Europe	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	Already in production	No interest	No interest	I don't know	Thinking about it	Already in production	I don't know	I don't know	Thinking about it	Thinking about it	No interest	No interest	
11/1/16 11:41	"Configuration generation, Configuration deployment, Configuration archiving"	FTP/SCP/TFTP	No	Yes	Custom scripts (python ..)	More than 1 a day	1 to 5 per week	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	"Brocade, Cisco IOS, Cisco NX-OS, Juniper, Huawei, Nokia"	"Datacenter, Campus/User Access, Internet Peering, WAN, SP Backbone"	None	None	None	None	None	A little	A little	We are not using virtual network devices for training or qualification	We don't have automation for server	Europe	No interest	No interest	No interest	No interest	Already in production	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	No interest	
11/1/16 11:52	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Data Collection / Reporting, Compliance Checks"	We are not keeping track of that	Yes	Yes	"Custom scripts (python ..), Network vendor specific tools"	More than 1 a day	1 to 5 per month	We haven't automated the troubleshooting	We haven't automated software upgrades	We haven't automated software qualification	We haven't automated the detection of anomaly	1001+	"Cisco IOS, Cisco NX-OS"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A little	None	None	None	None	A little	None	"VMWare, GNS3, Vendor provided solution"	Microsoft SCCM	Europe	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	
