Timestamp	env-nbr-devices	env-vendors	env-type	env-language-python	env-language-golang	env-language-javascript	env-language-ruby	env-language-c-cpp	env-language-shell	env-language-expect	env-language-powershell	env-language-other	env-virtual-network	env-server-automation	env-location	org-preference	operation-automated	config-track-changes	config-decide-changes	config-automated-changes	config-gen-deploy	prod-changes-minor	prod-changes-major	software-upgrade	software-validation	anomaly-detection-sources	anomaly-detection-signal	transition-team-how-long	transition-team-actions	transition-self-how-long	transition-self-nbr-hours	transition-self-find-time	trend-topics-iac	trend-topics-event-driven	trend-topics-chatops	trend-topics-ci-cd	trend-topics-devops	trend-topics-telemetry-streaming	trend-topics-ibns	trend-topics-sot	trend-topics-graph-db	trend-topics-network-health	trend-tools-ansible	trend-tools-chef	trend-tools-puppet	trend-tools-saltstack	trend-tools-napalm	trend-tools-nornir	trend-tools-netbox	trend-tools-elk	trend-tools-tsdb	trend-tools-kentik	trend-tools-nso	trend-tools-git	trend-tools-network-verification	trend-tools-keyword-testing	trend-tools-ci	trend-tools-stackstorm	feedback
10/10/19 21:21	51-250	"Cisco IOS/IOS XE, Cisco IOS XR, Juniper, Amazon AWS"	"Datacenter, Campus/User Access, Internet Peering, WAN, Service Provider / Edge"	A lot	None	None		None	None	None	None	None	EVE-NG		North America	buy	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Software upgrade, Compliance Checks"	Version control	Partially	No	"Nornir, NAPALM"	More than 1 a day	1 to 5 per month	"Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm)"	"Low level custom scripts (Python paramiko/socket), Custom scripts using common libraries (netmiko/napalm)"	"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, Syslog, sFlow/Netflow, Routing Information"	We haven’t automated the detection of anomaly	Less than 1 year	"Some of us learned on their own, Some of us took some network automation / programming training, We participated in hackathon(s)"	2 to 5 years	201-1000	Learned on my own time	Already in production	Thinking about it	Thinking about it	Already in production	Thinking about it	Thinking about it		Already in production	Currently evaluating it	Thinking about it					Already in production	Already in production	Already in production	Already in production	Already in production			Already in production			Already in production		
10/10/19 21:32	51-250	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, VMWare, Google GCP, Amazon AWS"	"Datacenter, Campus/User Access, WAN"	A lot	None	None	None	None	A little	None	None		"GNS3, Vendor provided solution (VIRL / Junosphere .. )"	"Ansible, Microsoft SCCM"	North America	"no prefered approach, varies on case by case"		Vendor specific tools	No	Yes		More than 1 a day	1 to 5 per month						"Some of us learned on their own, Some of us took some network automation / programming training"				Currently evaluating it	I don't know	Thinking about it	Currently evaluating it	Already in production	Thinking about it	Thinking about it	Currently evaluating it	I don't know	Currently evaluating it	Already in production				Thinking about it		Currently Evaluating it	Already in production	Already in production			Already in production			Already in production		
10/10/19 21:36	251-1000	"Cisco IOS/IOS XE, Microsoft Azure"	"Datacenter, Campus/User Access, Internet Peering, WAN, Service Provider / Edge, Public Cloud"	A little									"VMWare, EVE-NG"	"Ansible, Chef, Puppet"	Asia	buy	Software upgrade	Vendor specific tools	No	Yes	We haven't automated the generation or deployment of our configurations		1 to 5 per month	Custom scripts using common libraries (netmiko/napalm)	Ansible	"SNMP, Syslog"	"Up/Down/Threshold alert, Events correlation using AI/ML"	Less than 1 year	Some of us learned on their own	Less than 1 year	201-1000	Learned on my own time	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Currently Evaluating it					Currently Evaluating it						Currently Evaluating it	Currently Evaluating it				
10/10/19 22:12	0-50	Cisco IOS/IOS XE	Service Provider / Edge	A lot				A little	A lot				We are not using virtual network devices for training or qualification		North America	use open source with support	Software upgrade	We are not keeping track of that	No	Yes	We haven't automated the generation or deployment of our configurations	Not sure	Not sure	We haven't automated software upgrades	We haven’t automated software qualification	ICMP/PING	We haven’t automated the detection of anomaly	Less than 1 year	Some of us learned on their own	2 to 5 years	0-200	Learned on my own time	Thinking about it	Thinking about it	I don't know	Thinking about it	Currently evaluating it	I don't know	Currently evaluating it	I don't know	I don't know	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	I don't know	Thinking about it	Thinking about it	Thinking about it	I don't know	Thinking about it	I don't know	N/A
10/10/19 22:40	51-250	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR"	"Datacenter, Campus/User Access, WAN"	A little									"Vagrant, GNS3"	"Ansible, SaltStack"	Middle East	use open source without support	"Configuration generation, Configuration deployment, Configuration archiving, Troubleshooting, Pre/Post Change Checks"	"Version control, Rancid/Oxidized"	No	Yes	Ansible	1 to 5 per week	Less than 1 per month			"ICMP/PING, Other active probes (IP SLA/RPM), SNMP, Syslog, sFlow/Netflow"	"Up/Down/Threshold alert, Events correlation / rule engine"	1 to 2 years	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	0-200	Dedicated some time per week at work	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	No interest			I don't know	No interest		No interest	No interest	No interest			No interest					
10/10/19 22:49	251-1000	"Extreme Networks (brocade), Cisco IOS/IOS XE, Cisco NX-OS/ACI, Google GCP, Ruckus Brocade"	"Datacenter, WAN, Public Cloud"	A little	None	None	None	None	A little	None	None	None	We are not using virtual network devices for training or qualification	Ansible	North America	use open source without support		Kiwi CatTools	No	Yes	We haven't automated the generation or deployment of our configurations	1 to 5 per week	Less than 1 per month	We haven't automated software upgrades	Low level custom scripts (Python paramiko/socket)	"SNMP, Syslog"	We haven’t automated the detection of anomaly	Less than 1 year	Some of us learned on their own	Less than 1 year		Learned on my own time	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	No interest	No interest	Currently evaluating it	Currently evaluating it	Currently evaluating it	Thinking about it	No interest	No interest	No interest	Thinking about it	No interest	Thinking about it	Thinking about it	Thinking about it	I don't know	I don't know	Currently Evaluating it	I don't know	I don't know	I don't know	I don't know	
10/10/19 22:53	251-1000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, Cisco Meraki"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A lot	None	None	None	None	None	None	None		"VMWare, Docker Compose, GNS3"	We don't have automation for servers	North America	"no prefered approach, varies on case by case"	Configuration generation	We are not keeping track of that	No	Yes	Excel macros	Not sure	Not sure	We haven't automated software upgrades	We haven’t automated software qualification		We haven’t automated the detection of anomaly	Less than 1 year	"Some of us learned on their own, Some of us took some network automation / programming training"				Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	No interest	Thinking about it	No interest	Thinking about it	Thinking about it	No interest	No interest	No interest	Thinking about it	Currently Evaluating it	Thinking about it	No interest	No interest	No interest	Thinking about it	Currently Evaluating it	Thinking about it	Thinking about it	Thinking about it	I don't know	
10/10/19 23:15	0-50	HPE/Aruba	Campus/User Access	A little						A little			"Vagrant, Docker Compose, GNS3"	Ansible	Europe	"no prefered approach, varies on case by case"	Configuration archiving	FTP/SCP/TFTP	Partially	Yes	Low level custom scripts (Python paramiko/socket)	1 to 5 per week	Less than 1 per month			ICMP/PING	Up/Down/Threshold alert	Less than 1 year	Some of us learned on their own			Learned on my own time	Thinking about it	I don't know	No interest	No interest	Thinking about it	I don't know		I don't know	I don't know	Currently evaluating it	Thinking about it	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	I don't know	Thinking about it	I don't know	I don't know	I don't know	I don't know	
10/10/19 23:26	51-250	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Juniper"	WAN	A lot					A little				EVE-NG	We don't have automation for servers		"no prefered approach, varies on case by case"	"Configuration deployment, Configuration archiving, Data Collection / Reporting"	"Version control, Rancid/Oxidized"	No	Yes	Nornir	More than 1 a day	Less than 1 per month	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, External probes (pingmesh), SNMP"	We haven’t automated the detection of anomaly	Less than 1 year	Some of us learned on their own	1 to 2 years		Learned on my own time	Thinking about it	Thinking about it	I don't know	Thinking about it	I don't know	Thinking about it	I don't know	Currently evaluating it	Thinking about it	Currently evaluating it	No interest	No interest	No interest	Thinking about it		Already in production	Already in production	Currently Evaluating it	Thinking about it	No interest	I don't know	Already in production	Thinking about it	Thinking about it	Currently Evaluating it	I don't know	
10/10/19 23:38	5001-10000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cumulus"	"Datacenter, Campus/User Access, Internet Peering, WAN"	A little	None	None	None	None	A lot	None	None	None	"Vagrant, Non-VMWare hypervisor (KVM et al.), EVE-NG"	Ansible	North America	use open source without support	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Configuration archiving, Compliance Checks, Topology Mapping"	"Version control, Solarwind NCM"	Yes	Yes	Ansible	More than 1 a day	1 to 5 per month	We haven't automated software upgrades	We haven’t automated software qualification	"ICMP/PING, Other active probes (IP SLA/RPM), SNMP"	Up/Down/Threshold alert	1 to 2 years	Some of us learned on their own	More than 5 years	0-200	Learned on my own time	Already in production	Thinking about it	Already in production	Thinking about it	Already in production	No interest	No interest	Already in production	No interest	Already in production	Already in production	No interest	No interest	Currently Evaluating it	No interest	No interest	Already in production	Already in production	Thinking about it	No interest	No interest	Already in production	Thinking about it	No interest	Thinking about it	No interest	
10/11/19 0:39	251-1000	"Cisco IOS/IOS XE, Cisco NX-OS/ACI, Cisco IOS XR, Juniper, Huawei"	"Internet Peering, WAN, Service Provider / Edge"	A lot	None	None	None	None	A little	A little	None	None	GNS3	Ansible	Europe	use open source without support	"Day 0 Provisioning using a vendor solution, Configuration generation, Configuration deployment, Software qualification, Anomaly detection"	"FTP/SCP/TFTP, Rancid/Oxidized"	Partially	Yes	"Ansible, Custom scripts using common libraries (netmiko/napalm)"	More than 1 a day	More than 1 a day	"Ansible, Custom scripts using common libraries (netmiko/napalm)"	"Ansible, Robot Framework / Behave, Custom scripts using common libraries (netmiko/napalm)"	"ICMP/PING, Other active probes (IP SLA/RPM), Syslog, sFlow/Netflow, Routing Information, Streaming Telemetry"	Up/Down/Threshold alert	More than 5 years	"Some of us learned on their own, Some of us took some network automation / programming training"	1 to 2 years	201-1000	Learned on my own time	Currently evaluating it	Thinking about it	Thinking about it	Thinking about it	Thinking about it	Currently evaluating it	No interest	Currently evaluating it	No interest	Currently evaluating it	Already in production						Already in production		Already in production	I don't know	Currently Evaluating it	Thinking about it	Already in production	No interest	No interest	No interest	Thanks for slack community
10/11/19 0:59	1001-5000	"Cisco IOS/IOS XE, Cisco IOS XR, VMWare"	"Datacenter, Campus/User Access, Internet Peering"	A little	None	None	None	None	A little	None	None	None	"GNS3, EVE-NG, Vendor provided solution (VIRL / Junosphere .. )"	We don't have automation for servers	North America	"no prefered approach, varies on case by case"	"Configuration generation, Configuration archiving, Data Collection / Reporting"	Solarwind NCM	No	No	"Nornir, NAPALM"	Less than 1 per month	Less than 1 per month	Solarwind NCM	We haven’t automated software qualification	"ICMP/PING, SNMP, Syslog"	"Up/Down/Threshold alert, Events correlation / rule engine"	Less than 1 year	Some of us learned on their own	1 to 2 years	0-200	Learned on my own time	Thinking about it	I don't know	I don't know	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	I don't know	Thinking about it	Thinking about it	I don't know	I don't know	I don't know	Currently Evaluating it	Currently Evaluating it	I don't know	I don't know	I don't know	I don't know	I don't know	Currently Evaluating it	I don't know	I don't know	I don't know	I don't know	
10/11/19 2:09	251-1000	"Arista, Juniper, Amazon AWS, opengear"	"Datacenter, Internet Peering, Service Provider / Edge, Public Cloud"	A lot	A little	None	A little	A little	A lot	A little	None	None	GNS3	"Ansible, Puppet"	Everywhere	build internally	"Configuration generation, Configuration deployment, Configuration archiving, Pre/Post Change Checks, Topology Mapping"	"Version control, Rancid/Oxidized"	Yes	No	"Ansible, NAPALM, Custom scripts using common libraries (netmiko/napalm)"	More than 1 a day	1 to 5 per week	"Ansible, Custom scripts using common libraries (netmiko/napalm)"	"Ansible, Low level custom scripts (Python paramiko/socket)"	"ICMP/PING, SNMP, Syslog, sFlow/Netflow, Routing Information, Streaming Telemetry"	"Up/Down/Threshold alert, Events correlation / rule engine"	2 to 5 years	Some of us learned on their own	1 to 2 years	201-1000	Dedicated some time per week at work	Already in production	Thinking about it	Already in production	Currently evaluating it	No interest	Already in production	I don't know	No interest	No interest	Already in production	Already in production	No interest	Already in production	Thinking about it	Already in production	Thinking about it	Currently Evaluating it	No interest	Currently Evaluating it	Already in production	No interest	Already in production	Already in production	No interest	Currently Evaluating it	No interest	
